Date,Open,High,Low,Close,Adj Close,Volume,LogRet,Vol,PortfolioValue,DailyPnL,Delta,Gamma,Theta,Vega,Rho,CumulativePnL
1980-12-12,0.5133928656578064,0.515625,0.5133928656578064,0.5133928656578064,0.4067815542221069,117258400,,,,0.0,,,,,,0.0
1980-12-15,0.4888392984867096,0.4888392984867096,0.4866071343421936,0.4866071343421936,0.385558158159256,43971200,-0.05358427369201264,,,0.0,,,,,,0.0
1980-12-16,0.453125,0.453125,0.4508928656578064,0.4508928656578064,0.3572602868080139,26432000,-0.07622743503132907,,,0.0,,,,,,0.0
1980-12-17,0.4620535671710968,0.4642857015132904,0.4620535671710968,0.4620535671710968,0.3661033511161804,21610400,0.024451062818926724,,,0.0,,,,,,0.0
1980-12-18,0.4754464328289032,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.3767151534557342,18362400,0.02857366710400861,,,0.0,,,,,,0.0
1980-12-19,0.5044642686843872,0.5066964030265808,0.5044642686843872,0.5044642686843872,0.3997070789337158,12157600,0.05924263543522691,,,0.0,,,,,,0.0
1980-12-22,0.5290178656578064,0.53125,0.5290178656578064,0.5290178656578064,0.4191618859767914,9340800,0.0475252318386907,,,0.0,,,,,,0.0
1980-12-23,0.5513392686843872,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4368479549884796,11737600,0.04132799744968457,,,0.0,,,,,,0.0
1980-12-24,0.5803571343421936,0.5825892686843872,0.5803571343421936,0.5803571343421936,0.4598398804664612,12000800,0.051293137478616614,,,0.0,,,,,,0.0
1980-12-26,0.6339285969734192,0.6361607313156128,0.6339285969734192,0.6339285969734192,0.5022867918014526,13893600,0.08829291202749716,,,0.0,,,,,,0.0
1980-12-29,0.6428571343421936,0.6450892686843872,0.6428571343421936,0.6428571343421936,0.509361207485199,23290400,0.013986151326670634,,,0.0,,,,,,0.0
1980-12-30,0.6294642686843872,0.6294642686843872,0.6272321343421936,0.6272321343421936,0.4969809353351593,17220000,-0.02460574042457507,,,0.0,,,,,,0.0
1980-12-31,0.6116071343421936,0.6116071343421936,0.609375,0.609375,0.4828320145606994,8937600,-0.028882868657327258,,,0.0,,,,,,0.0
1981-01-02,0.6160714030265808,0.6205357313156128,0.6160714030265808,0.6160714030265808,0.4881376624107361,5415200,0.010928663958815268,,,0.0,,,,,,0.0
1981-01-05,0.6049107313156128,0.6049107313156128,0.6026785969734192,0.6026785969734192,0.4775262176990509,8932000,-0.021978396586253116,,,0.0,,,,,,0.0
1981-01-06,0.578125,0.578125,0.5758928656578064,0.5758928656578064,0.4563027024269104,11289600,-0.04546265419526366,,,0.0,,,,,,0.0
1981-01-07,0.5535714030265808,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4368479549884796,13921600,-0.04357120492818073,,,0.0,,,,,,0.0
1981-01-08,0.5424107313156128,0.5424107313156128,0.5401785969734192,0.5401785969734192,0.4280048310756683,9956800,-0.020450722388009088,,,0.0,,,,,,0.0
1981-01-09,0.5691964030265808,0.5714285969734192,0.5691964030265808,0.5691964030265808,0.450996845960617,5376000,0.05232586296471978,,,0.0,,,,,,0.0
1981-01-12,0.5691964030265808,0.5691964030265808,0.5647321343421936,0.5647321343421936,0.4474597573280334,5924800,-0.007873740130203005,,,0.0,,,,,,0.0
1981-01-13,0.546875,0.546875,0.5446428656578064,0.5446428656578064,0.4315420687198639,5762400,-0.03622160600492706,,,0.0,,,,,,0.0
1981-01-14,0.546875,0.5491071343421936,0.546875,0.546875,0.4333106577396393,3572800,0.0040899252115503435,,,0.0,,,,,,0.0
1981-01-15,0.5580357313156128,0.5625,0.5580357313156128,0.5580357313156128,0.4421537220478058,3516800,0.02020268393293487,,,0.0,,,,,,0.0
1981-01-16,0.5558035969734192,0.5558035969734192,0.5535714030265808,0.5535714030265808,0.4386165738105774,3348800,-0.008031985796487794,,,0.0,,,,,,0.0
1981-01-19,0.5870535969734192,0.5892857313156128,0.5870535969734192,0.5870535969734192,0.4651458859443664,10393600,0.058725466341421284,,,0.0,,,,,,0.0
